channel,time_start,time_end,freq_start,freq_end,total,errors,ber
1,96,112,4,8,64,30,0.46875
1,160,176,4,8,64,30,0.46875
3,32,48,8,12,64,30,0.46875
3,48,64,4,8,64,30,0.46875
3,112,128,4,8,64,30,0.46875
3,224,240,0,4,64,30,0.46875
4,64,80,0,4,64,30,0.46875
4,96,112,4,8,64,30,0.46875
4,112,128,0,4,64,30,0.46875
4,112,128,8,12,64,30,0.46875
4,128,144,8,12,64,30,0.46875
4,176,192,12,16,64,30,0.46875
4,192,208,8,12,64,30,0.46875
5,64,80,0,4,64,30,0.46875
5,128,144,8,12,64,30,0.46875
5,160,176,0,4,64,30,0.46875
5,160,176,4,8,64,30,0.46875
5,208,224,4,8,64,30,0.46875
6,32,48,12,16,64,30,0.46875
6,224,240,4,8,64,30,0.46875
6,224,240,12,16,64,30,0.46875
7,32,48,0,4,64,30,0.46875
7,80,96,8,12,64,30,0.46875
7,96,112,4,8,64,30,0.46875
7,208,224,4,8,64,30,0.46875
0,48,64,12,16,64,29,0.453125
0,112,128,0,4,64,29,0.453125
0,160,176,4,8,64,29,0.453125
0,192,208,8,12,64,29,0.453125
0,224,240,4,8,64,29,0.453125
1,208,224,4,8,64,29,0.453125
1,224,240,4,8,64,29,0.453125
2,80,96,4,8,64,29,0.453125
2,96,112,0,4,64,29,0.453125
2,112,128,0,4,64,29,0.453125
2,128,144,0,4,64,29,0.453125
2,144,160,4,8,64,29,0.453125
2,144,160,8,12,64,29,0.453125
2,160,176,8,12,64,29,0.453125
2,160,176,12,16,64,29,0.453125
2,240,256,0,4,64,29,0.453125
2,240,256,4,8,64,29,0.453125
3,64,80,8,12,64,29,0.453125
3,80,96,12,16,64,29,0.453125
3,144,160,12,16,64,29,0.453125
3,192,208,0,4,64,29,0.453125
3,208,224,8,12,64,29,0.453125
4,96,112,8,12,64,29,0.453125
4,112,128,4,8,64,29,0.453125
4,176,192,4,8,64,29,0.453125
4,224,240,0,4,64,29,0.453125
4,224,240,4,8,64,29,0.453125
4,240,256,4,8,64,29,0.453125
5,32,48,8,12,64,29,0.453125
5,48,64,4,8,64,29,0.453125
5,64,80,12,16,64,29,0.453125
5,80,96,4,8,64,29,0.453125
5,96,112,8,12,64,29,0.453125
5,128,144,0,4,64,29,0.453125
5,144,160,12,16,64,29,0.453125
5,176,192,4,8,64,29,0.453125
6,112,128,0,4,64,29,0.453125
6,128,144,4,8,64,29,0.453125
6,128,144,12,16,64,29,0.453125
6,176,192,0,4,64,29,0.453125
6,224,240,0,4,64,29,0.453125
7,96,112,0,4,64,29,0.453125
7,128,144,4,8,64,29,0.453125
7,144,160,12,16,64,29,0.453125
7,160,176,0,4,64,29,0.453125
7,160,176,4,8,64,29,0.453125
7,192,208,0,4,64,29,0.453125
0,32,48,0,4,64,28,0.4375
0,48,64,0,4,64,28,0.4375
0,64,80,12,16,64,28,0.4375
0,96,112,8,12,64,28,0.4375
1,80,96,0,4,64,28,0.4375
1,96,112,8,12,64,28,0.4375
2,32,48,0,4,64,28,0.4375
2,112,128,12,16,64,28,0.4375
2,176,192,4,8,64,28,0.4375
2,192,208,0,4,64,28,0.4375
2,208,224,0,4,64,28,0.4375
2,224,240,12,16,64,28,0.4375
2,240,256,8,12,64,28,0.4375
3,32,48,0,4,64,28,0.4375
3,32,48,12,16,64,28,0.4375
3,48,64,12,16,64,28,0.4375
3,64,80,12,16,64,28,0.4375
3,80,96,8,12,64,28,0.4375
3,112,128,8,12,64,28,0.4375
3,112,128,12,16,64,28,0.4375
3,144,160,4,8,64,28,0.4375
3,176,192,4,8,64,28,0.4375
3,176,192,8,12,64,28,0.4375
3,240,256,12,16,64,28,0.4375
4,32,48,12,16,64,28,0.4375
4,96,112,12,16,64,28,0.4375
4,144,160,8,12,64,28,0.4375
4,160,176,12,16,64,28,0.4375
4,192,208,12,16,64,28,0.4375
5,48,64,12,16,64,28,0.4375
5,64,80,8,12,64,28,0.4375
5,112,128,0,4,64,28,0.4375
5,112,128,8,12,64,28,0.4375
5,192,208,4,8,64,28,0.4375
6,112,128,12,16,64,28,0.4375
6,160,176,4,8,64,28,0.4375
6,176,192,8,12,64,28,0.4375
6,192,208,0,4,64,28,0.4375
6,208,224,12,16,64,28,0.4375
7,64,80,12,16,64,28,0.4375
7,160,176,8,12,64,28,0.4375
7,176,192,0,4,64,28,0.4375
7,176,192,4,8,64,28,0.4375
7,192,208,12,16,64,28,0.4375
0,32,48,4,8,64,27,0.421875
0,80,96,8,12,64,27,0.421875
0,96,112,0,4,64,27,0.421875
0,128,144,8,12,64,27,0.421875
0,160,176,0,4,64,27,0.421875
0,176,192,4,8,64,27,0.421875
0,192,208,4,8,64,27,0.421875
0,240,256,8,12,64,27,0.421875
1,112,128,12,16,64,27,0.421875
1,176,192,4,8,64,27,0.421875
1,192,208,0,4,64,27,0.421875
2,32,48,8,12,64,27,0.421875
2,48,64,4,8,64,27,0.421875
2,48,64,12,16,64,27,0.421875
2,96,112,12,16,64,27,0.421875
2,128,144,8,12,64,27,0.421875
2,144,160,12,16,64,27,0.421875
2,176,192,0,4,64,27,0.421875
2,208,224,8,12,64,27,0.421875
3,64,80,4,8,64,27,0.421875
3,96,112,12,16,64,27,0.421875
3,160,176,4,8,64,27,0.421875
3,176,192,12,16,64,27,0.421875
4,32,48,4,8,64,27,0.421875
4,64,80,4,8,64,27,0.421875
4,80,96,4,8,64,27,0.421875
4,128,144,4,8,64,27,0.421875
4,208,224,0,4,64,27,0.421875
5,144,160,0,4,64,27,0.421875
5,192,208,8,12,64,27,0.421875
5,224,240,0,4,64,27,0.421875
5,224,240,8,12,64,27,0.421875
5,224,240,12,16,64,27,0.421875
5,240,256,0,4,64,27,0.421875
6,32,48,0,4,64,27,0.421875
6,48,64,4,8,64,27,0.421875
6,48,64,12,16,64,27,0.421875
6,64,80,4,8,64,27,0.421875
6,112,128,8,12,64,27,0.421875
6,128,144,0,4,64,27,0.421875
6,160,176,0,4,64,27,0.421875
6,176,192,4,8,64,27,0.421875
7,112,128,8,12,64,27,0.421875
7,128,144,12,16,64,27,0.421875
7,176,192,12,16,64,27,0.421875
7,240,256,0,4,64,27,0.421875
0,32,48,12,16,64,26,0.40625
0,80,96,4,8,64,26,0.40625
0,144,160,8,12,64,26,0.40625
0,208,224,4,8,64,26,0.40625
0,240,256,0,4,64,26,0.40625
1,32,48,4,8,64,26,0.40625
1,64,80,0,4,64,26,0.40625
1,208,224,0,4,64,26,0.40625
1,224,240,12,16,64,26,0.40625
2,192,208,8,12,64,26,0.40625
2,208,224,12,16,64,26,0.40625
3,48,64,0,4,64,26,0.40625
3,96,112,4,8,64,26,0.40625
4,32,48,8,12,64,26,0.40625
4,64,80,12,16,64,26,0.40625
4,80,96,12,16,64,26,0.40625
4,144,160,0,4,64,26,0.40625
4,176,192,8,12,64,26,0.40625
5,32,48,12,16,64,26,0.40625
5,80,96,8,12,64,26,0.40625
5,160,176,8,12,64,26,0.40625
5,176,192,0,4,64,26,0.40625
5,240,256,8,12,64,26,0.40625
6,112,128,4,8,64,26,0.40625
6,144,160,4,8,64,26,0.40625
6,208,224,4,8,64,26,0.40625
6,208,224,8,12,64,26,0.40625
6,224,240,8,12,64,26,0.40625
6,240,256,4,8,64,26,0.40625
6,240,256,8,12,64,26,0.40625
0,144,160,0,4,64,25,0.390625
1,32,48,0,4,64,25,0.390625
1,48,64,4,8,64,25,0.390625
1,112,128,0,4,64,25,0.390625
1,240,256,0,4,64,25,0.390625
2,32,48,4,8,64,25,0.390625
2,64,80,4,8,64,25,0.390625
2,96,112,8,12,64,25,0.390625
2,112,128,4,8,64,25,0.390625
3,32,48,4,8,64,25,0.390625
3,96,112,0,4,64,25,0.390625
3,128,144,12,16,64,25,0.390625
3,192,208,12,16,64,25,0.390625
4,32,48,0,4,64,25,0.390625
4,48,64,0,4,64,25,0.390625
4,128,144,12,16,64,25,0.390625
4,160,176,0,4,64,25,0.390625
4,224,240,8,12,64,25,0.390625
5,80,96,12,16,64,25,0.390625
5,96,112,12,16,64,25,0.390625
5,112,128,4,8,64,25,0.390625
6,64,80,12,16,64,25,0.390625
6,96,112,4,8,64,25,0.390625
6,128,144,8,12,64,25,0.390625
6,160,176,12,16,64,25,0.390625
7,64,80,4,8,64,25,0.390625
7,144,160,4,8,64,25,0.390625
7,240,256,8,12,64,25,0.390625
7,240,256,12,16,64,25,0.390625
0,80,96,0,4,64,24,0.375
0,96,112,4,8,64,24,0.375
0,96,112,12,16,64,24,0.375
0,112,128,4,8,64,24,0.375
0,112,128,8,12,64,24,0.375
0,128,144,4,8,64,24,0.375
1,208,224,8,12,64,24,0.375
2,48,64,8,12,64,24,0.375
2,64,80,8,12,64,24,0.375
2,160,176,4,8,64,24,0.375
2,224,240,8,12,64,24,0.375
2,240,256,12,16,64,24,0.375
3,80,96,4,8,64,24,0.375
3,128,144,8,12,64,24,0.375
3,240,256,0,4,64,24,0.375
3,240,256,8,12,64,24,0.375
4,144,160,12,16,64,24,0.375
4,160,176,4,8,64,24,0.375
4,224,240,12,16,64,24,0.375
5,64,80,4,8,64,24,0.375
6,48,64,8,12,64,24,0.375
6,80,96,12,16,64,24,0.375
7,48,64,12,16,64,24,0.375
7,80,96,0,4,64,24,0.375
7,80,96,4,8,64,24,0.375
7,208,224,0,4,64,24,0.375
0,32,48,8,12,64,23,0.359375
0,64,80,0,4,64,23,0.359375
0,128,144,0,4,64,23,0.359375
0,128,144,12,16,64,23,0.359375
0,160,176,8,12,64,23,0.359375
0,160,176,12,16,64,23,0.359375
0,240,256,4,8,64,23,0.359375
1,32,48,8,12,64,23,0.359375
1,160,176,8,12,64,23,0.359375
2,48,64,0,4,64,23,0.359375
2,80,96,0,4,64,23,0.359375
2,176,192,12,16,64,23,0.359375
2,192,208,12,16,64,23,0.359375
3,192,208,8,12,64,23,0.359375
4,80,96,8,12,64,23,0.359375
5,48,64,8,12,64,23,0.359375
5,144,160,4,8,64,23,0.359375
5,192,208,12,16,64,23,0.359375
6,80,96,4,8,64,23,0.359375
6,144,160,8,12,64,23,0.359375
6,160,176,8,12,64,23,0.359375
6,192,208,12,16,64,23,0.359375
6,240,256,12,16,64,23,0.359375
7,32,48,12,16,64,23,0.359375
7,80,96,12,16,64,23,0.359375
7,160,176,12,16,64,23,0.359375
7,224,240,8,12,64,23,0.359375
0,192,208,12,16,64,22,0.34375
0,208,224,12,16,64,22,0.34375
2,192,208,4,8,64,22,0.34375
4,80,96,0,4,64,22,0.34375
4,160,176,8,12,64,22,0.34375
5,144,160,8,12,64,22,0.34375
5,208,224,8,12,64,22,0.34375
7,32,48,4,8,64,22,0.34375
7,128,144,0,4,64,22,0.34375
0,224,240,0,4,64,21,0.328125
0,224,240,12,16,64,21,0.328125
3,64,80,0,4,64,21,0.328125
5,192,208,0,4,64,21,0.328125
6,32,48,4,8,64,21,0.328125
6,192,208,8,12,64,21,0.328125
1,176,192,12,16,64,20,0.3125
2,96,112,4,8,64,20,0.3125
2,128,144,12,16,64,20,0.3125
7,112,128,4,8,64,20,0.3125
2,112,128,8,12,64,19,0.296875
3,192,208,4,8,64,19,0.296875
4,64,80,8,12,64,19,0.296875
5,128,144,4,8,64,19,0.296875
7,192,208,8,12,64,19,0.296875
7,224,240,4,8,64,19,0.296875
1,240,256,4,8,64,18,0.28125
2,32,48,12,16,64,18,0.28125
6,32,48,8,12,64,18,0.28125
6,176,192,12,16,64,18,0.28125
4,0,16,4,8,64,15,0.234375
1,128,144,4,8,64,13,0.203125
7,0,16,0,4,64,12,0.1875
2,16,32,0,4,64,11,0.171875
5,16,32,0,4,64,11,0.171875
2,0,16,4,8,64,10,0.15625
1,0,16,4,8,64,8,0.125
3,16,32,12,16,64,8,0.125
5,0,16,4,8,64,8,0.125
5,0,16,12,16,64,8,0.125
7,16,32,8,12,64,8,0.125
0,16,32,0,4,64,7,0.109375
3,16,32,8,12,64,7,0.109375
4,0,16,12,16,64,7,0.109375
4,16,32,4,8,64,7,0.109375
5,16,32,12,16,64,7,0.109375
7,16,32,0,4,64,7,0.109375
7,16,32,12,16,64,7,0.109375
0,0,16,0,4,64,6,0.09375
0,0,16,12,16,64,6,0.09375
2,0,16,0,4,64,6,0.09375
2,16,32,8,12,64,6,0.09375
3,0,16,8,12,64,6,0.09375
4,0,16,0,4,64,6,0.09375
4,0,16,8,12,64,6,0.09375
4,16,32,8,12,64,6,0.09375
5,0,16,0,4,64,6,0.09375
5,0,16,8,12,64,6,0.09375
6,0,16,0,4,64,6,0.09375
6,0,16,12,16,64,6,0.09375
7,0,16,8,12,64,6,0.09375
0,0,16,4,8,64,5,0.078125
1,0,16,0,4,64,5,0.078125
1,16,32,4,8,64,5,0.078125
3,16,32,4,8,64,5,0.078125
4,16,32,0,4,64,5,0.078125
7,0,16,12,16,64,5,0.078125
1,0,16,12,16,64,4,0.0625
1,16,32,0,4,64,4,0.0625
1,16,32,12,16,64,4,0.0625
3,0,16,0,4,64,4,0.0625
0,0,16,8,12,64,3,0.046875
1,16,32,8,12,64,3,0.046875
2,0,16,8,12,64,3,0.046875
2,16,32,4,8,64,3,0.046875
2,16,32,12,16,64,3,0.046875
6,0,16,4,8,64,3,0.046875
6,0,16,8,12,64,3,0.046875
6,16,32,0,4,64,3,0.046875
0,16,32,12,16,64,2,0.03125
3,0,16,4,8,64,2,0.03125
4,16,32,12,16,64,2,0.03125
6,16,32,8,12,64,2,0.03125
6,16,32,12,16,64,2,0.03125
7,0,16,4,8,64,2,0.03125
7,16,32,4,8,64,2,0.03125
0,16,32,4,8,64,1,0.015625
0,16,32,8,12,64,1,0.015625
1,0,16,8,12,64,1,0.015625
2,0,16,12,16,64,1,0.015625
3,0,16,12,16,64,1,0.015625
5,16,32,8,12,64,1,0.015625
6,16,32,4,8,64,1,0.015625
3,16,32,0,4,64,0,0.0
5,16,32,4,8,64,0,0.0
